Horoscope,Sign
"Feb 5, 2022 - When was the last time you used a pen and paper, Pisces? In this age of computers, the keyboard has all but replaced these wonderful tools. In the same way that walking provides much more than fresh air, the kinesthetic value of the rhythmic motion of writing with a pen is far more soothing and even healing than most realize. Moving your hand across the page can feel good and unlock places within you that aren't accessed by typing. Try it today.",Pisces
"Feb 6, 2022 - If something is bothering you today, Pisces, consider talking with your mother or an older person you feel comfortable with. No matter where we are in life, there remains a part of us that draws support and nurturing from someone with more experience. Draw some strength from this valuable resource by visiting or calling. Remember to express your gratitude for this supportive relationship.",Pisces
"Feb 7, 2022 - It's the perfect day to do some planning, Pisces. Take the time on a regular basis to think about the things you want to do and accomplish. It’s essential for feeling you have control over your life. It can be almost impossible to reach your goals without a concrete plan. Just as you wouldn't build a house without a plan, it isn't wise to build a life without one either.",Pisces
"Feb 8, 2022 - Good decision making will be a prominent asset today, Pisces. It's an excellent time to make a list of things that you’ve either put off or haven't been able to settle on. This doesn't need to be things that are just related to work or finances. Consider putting effort into your personal life as well. If there are issues surrounding friends, your romantic partner, or family, this is a great opportunity to think up options.",Pisces
"Feb 9, 2022 - Some revealing conversations with friends or relatives could bring up old traumatic memories from the past that you may have been repressing. This could shed light on a lot of obstacles you've been encountering lately, Pisces, and thus enable you to release these emotions and do away with the obstacles. Once that happens, the sky's the limit! Your personal power and self-confidence should be stronger than ever. Go for the gold!",Pisces
"Feb 10, 2022 - Some welcome visitors from far away could come to see you today and cause temporary chaos in your home. You'll be glad to see them, however, Pisces, as they'll have some great news and fascinating information to pass on to you and your family. You'll want to introduce them to other friends who share your interests. This could give rise to a horrendously messy house, but you'll have fun anyway. Prepare for a highly social evening!",Pisces
"Feb 11, 2022 - Some rather tedious and boring paperwork you have to handle for your business might be a pain in the neck now, Pisces, but it should bring a lot of benefits to you later. Therefore, you'll want to exercise your usual conscientiousness in order to assure that it gets completed. Your diligence and dedication should attract the attention of those in authority, so expect advancement in some way. Onward and upward!",Pisces
"Feb 12, 2022 - There are forces working in your favor that you should be sure to latch onto and take advantage of, Pisces. You’ll find that your sense of duty and ability to plan are paying off in a very positive way. You’ll find that you’re able to check quite a few things off your list today. Think before you act and take a time-out to rest and regroup if you need to.",Pisces
"Feb 13, 2022 - Someone close to you could develop some strange symptoms that cause this person to panic. It never hurts to consult a doctor, but when this person does, he or she is likely to find that these problems are probably nothing more than stress, too much work, or overindulgence in food or drink. Therefore, don't you panic, too! You might find yourself making phone calls or running errands to enable your friend to get some rest.",Pisces
"Feb 14, 2022 - Business matters take a sudden turn for the better, Pisces. Paperwork may need to be executed. A new sense of self-confidence contributes to these developments, and the more good things that happen to you, the more confident you’ll feel. Your physical appearance could assume more importance in your mind than usual, since you'll want the way you look to match the way you feel inside. Buy some new clothes and keep working. The sky's the limit.",Pisces
"Feb 15, 2022 - Expect a lot of letters and phone calls from lovers, close friends, or children today, Pisces. You might also want to make a few yourself. Some positive and interesting information may have come your way that you'll want to share with those close to you. You could also want to try your hand at writing. You'll want to make sure that you remember whatever it is you learn today, Pisces, as it could prove valuable in the future.",Pisces
"Feb 16, 2022 - Temporary difficulties at home might cause you to want to stay and resolve them rather than go to work or anywhere else. However, Pisces, career matters may also be pressing, so you're likely to be in a bit of a quandary. At this time, the wisest decision is likely to be to take care of your personal life first. Professional matters will still be waiting for you tomorrow.",Pisces
"Feb 17, 2022 - Someone who is a student of natural healing may come to visit you and share some ideas today. You tend to be interested in matters concerning health, and you might want to learn not only about herbs and nutrition but also spiritual healing. This is a good time to train your own healing abilities, Pisces, as your sensitivity is high and you’re more able than usual to tune in to the healing energies.",Pisces
"Feb 18, 2022 - A friend, perhaps a woman, could well be upset or even angry with you today, Pisces. Money might be involved in some way. There may be nothing you can do to reassure her at this time, so it's best to give what reassurances you can and then back off. Whatever has gone wrong, she's probably overreacting, and eventually she'll see that. In the meantime, you do what you can to work off your own anxieties. Hang in there!",Pisces
"Feb 19, 2022 - A family member could be feeling a little down, Pisces, and you may be tempted to give him or her a pep talk to get them going again. Don't. They won't respond to it, and this could create tension in the home. Your own self-confidence is probably at an all-time low. You tend to be your own worst critic in the best of times, but today you're a bit confused. Try to be fair to everyone around you, especially yourself.",Pisces
"Feb 20, 2022 - If you've got something you're trying to study, Pisces, this isn’t the day to do it. Your concentration is likely to be off, and what you're reading will probably look like Greek to you. Unless it’s really necessary, it would be best to put the books aside until tomorrow, since you probably won't absorb much today. Trying to read could give rise to the illusion that you've learned something. Be on the safe side and put it off!",Pisces
"Feb 21, 2022 - Today will be a lovely combination of harmony and passion. Make the most of it, Pisces. With things running so smoothly at work, there's no reason you can't leave the office early to prepare for a special evening with your partner. Pull out all the stops tonight. Scented candles, a fabulous meal, and an even more fabulous outfit. Have a rich, gooey dessert on hand (although it's likely you won't get around to eating it).",Pisces
"Feb 22, 2022 - It’s possible that you could fear for your job today, Pisces. Fortunately, those fears are unfounded. There is a lot of upheaval occurring at work. You’re best advised to steer clear of it, if you can. If you continue to do your job well, you’re likely to receive a bonus or promotion as a result of your efforts. You've earned it.",Pisces
"Feb 23, 2022 - Construction on streets or buildings might make it difficult for you to get around your neighborhood today, Pisces. Traffic could be backed up for blocks. If you must run errands, either walk or get them done early in the day. The work could foul up the phone lines as well, at least for a while, so you might miss some calls you needed to take. This could be a frustrating day. Keep yourself busy at home.",Pisces
"Feb 24, 2022 - You’ve always had psychic ability, and today it’s at a peak, Pisces. Perhaps not coincidentally, you’re likely to be contacted by a close friend or lover from your past. He or she isn’t calling to renew your relationship but rather for advice. Your heightened abilities today make you the ideal confidant. Listen closely and advise what your heart tells you is right.",Pisces
"Feb 25, 2022 - You can expect a warm and friendly environment at work today, Pisces. Enjoy the conversations with your co-workers, but don't take anything at face value. There may be someone in your midst out to sabotage you. You don't need to worry about it too much, just take care to document any ideas or insights you have. You may need proof that they’re original.",Pisces
"Feb 26, 2022 - You're finally setting in motion some longstanding goals of yours, Pisces. Good for you! But even though everything is in place and you're ready to go, it's possible that you'll receive notice today of some delay in your plans. The frustration feels unbearable. But when you step back and look at the bigger picture, you'll see that ultimately this delay is in your best interests.",Pisces
"Feb 27, 2022 - Today you might notice a change in yourself, Pisces. You could look in the mirror and see that you suddenly look as gorgeous as a movie star. This change in your outer self is due to transformations taking place within. You've probably been releasing a lot of old traumas from the past, and therefore considerable stress and tension have vanished from your face. Treat yourself to some new clothes. It's a great time to do it!",Pisces
"Feb 28, 2022 - There is such a thing as being too honest, Pisces. You've experienced in the past how your determination to tell the whole truth and nothing but the truth can cause hurt feelings. Today try to exercise a bit of tact and diplomacy. You will still be able to get your point across, with the added bonus that your audience will still be speaking to you once you've done so.",Pisces
"Feb 4, 2023 - A trip of some kind might have to be postponed, as computers and other technology involved in your arrangements might be temporarily out of operation. This can prove frustrating, Pisces, but it's beyond your control. The best thing to do is make new arrangements and move on. For the most part, everything is going very well for you, so don't give in to panic. Hang in there.",Pisces
"Feb 4, 2023 - A trip of some kind might have to be postponed, as computers and other technology involved in your arrangements might be temporarily out of operation. This can prove frustrating, Pisces, but it's beyond your control. The best thing to do is make new arrangements and move on. For the most part, everything is going very well for you, so don't give in to panic. Hang in there.",Pisces
"Feb 4, 2023 - A trip of some kind might have to be postponed, as computers and other technology involved in your arrangements might be temporarily out of operation. This can prove frustrating, Pisces, but it's beyond your control. The best thing to do is make new arrangements and move on. For the most part, everything is going very well for you, so don't give in to panic. Hang in there.",Pisces
"Mar 1, 2022 - You tend to be your own worst critic, Pisces, and today you're more likely to be that way. Recent setbacks on the job might find you harboring doubts about your own capabilities. Be objective about the situation. Whatever happened was probably above and beyond your control, so it isn't fair to doubt yourself because of it. Work hard, continue to do the best you can, and don't let outside events sap your belief in yourself.",Pisces
"Mar 2, 2022 - There could be a bit of confusion in your world today, Pisces. Trying to make sense of what's going on might not be the easiest task. Rational thinking and analytical processes may not be the best way to find the solution. You might be better off just letting the issue sit for now and deal with it later when the facts are clearer. Let go of control and the desire to make sense of it all. Instead, just relax and let the day take you where it will.",Pisces
"Mar 3, 2022 - Your health has been glowing over the past few weeks, Pisces, but today you're likely to feel a little under the weather. This is probably due to nothing more exotic than stress. You've been working hard and concentrating on little else, so your body is now rebelling. You need some rest. Take time off and relax a little, and don't feel guilty about it. Even the President needs alone time occasionally.",Pisces
"Mar 4, 2022 - As the world economy continues to boom, Pisces, don't be surprised if you're surrounded by new work possibilities. More than one chance to increase your income could come your way today. The problem will be wading through all these opportunities and trying to decide which is the most appealing and workable for you. List your options and outline the pros and cons of each. Writing things down can sometimes make them clearer.",Pisces
"Mar 5, 2022 - There may be a stalemate when you're unwilling to express your feelings, Pisces. You might automatically assume that things will go smoothly if you leave the decisions up to someone else. Unfortunately, that plan will likely backfire if the decision is made by someone who doesn't necessarily have your best interests at heart. You may try to go back and reverse what has been done, thus fouling up the plan that has been set in motion.",Pisces
"Mar 6, 2022 - You could find the hardest person to face is you, Pisces. You tend toward introspection, and you may find yourself shrinking into self-recrimination. You could analyze the important people in your life and yet fail to address the one you really need to look at – you. As you continually strive for perfection, give yourself proper credit. Do something nice for yourself today.",Pisces
"Mar 7, 2022 - You may be on a slow, steady track of discipline that embraces an older, more traditional way of looking at things, Pisces. Suddenly, however, you're hit by an aggressive force urging you to do things differently. The more you try to resist this force, the more it's apt to cause friction and tension. Open your arms and welcome this new energy that will have a very positive effect on you.",Pisces
"Mar 8, 2022 - An evening at home with your sweetheart could seem very appealing today, Pisces. Sex and romance are very much on your mind, and you might surprise yourself with how Earthy you feel. You could decide to pick up a romantic novel or see a sexy movie. You could learn to communicate better with your partner today, both verbally and physically. Make sure you look your best, and go for it!",Pisces
"Mar 9, 2022 - Take action to create a fanciful dream world today, Pisces. Indeed, many of the activities of the day will be touched with an air of otherworldliness. Even though you generally like to keep your feet on the ground, realize that once in a while it's essential to let go and experience other realms of thought in order to gain new perspective. Let your hair down and go wild tonight.",Pisces
"Mar 10, 2022 - You're sailing along and suddenly see a big ramp in front of you, Pisces. Your choice: avoid the ramp, stay on the ground where you know it's safe, and be content with a limited worldview, or hit that ramp head on and soar over the trees and beyond. Who knows where you might land? There is an incredible adventure waiting for you when you take that leap into the unknown.",Pisces
"Mar 11, 2022 - Make sure that you're living consciously at this time, Pisces. It could be that you're going through a period of denial and simply refusing to see the truth of the situation. Open up your eyes to the world around you so you can invite in joy and compassion. Don't be satisfied with superficial interactions that don't really satisfy you emotionally and intellectually.",Pisces
"Mar 12, 2022 - Put an extra spring in your step, Pisces. The slow, steady pace may be something that you're comfortable with, but note that the situations of the day call for something much more dynamic and brave. Pull out your leadership hat and put it on proudly. Today is the day for you to call the shots, instead of compromising in order to get along with others.",Pisces
"Mar 13, 2022 - Optimism and enthusiasm for the months ahead have you feeling confident and strong. The sky's the limit! A male visitor could have some surprising news for you. This is a great day to make investments or purchase property. If you've been expecting money through legal papers or contracts, it could come in the mail today. The night could bring vivid and interesting dreams. In all, it's a thoroughly satisfying day.",Pisces
"Mar 14, 2022 - Yes, you can be proud of yourself, Pisces. You really know your stuff. You have committed yourself to deepening your knowledge and capabilities and it really shows. Friends and family members will be coming to you for advice, and rightfully so. Try not to grow complacent, though. It's an easy trap to fall into. You'll need to continue full-speed ahead on your educational journey in order to keep that edge!",Pisces
"Mar 15, 2022 - A project that you've worked on for a long time could bring some money your way, Pisces. Don't be too disappointed if you don't have it in your hands today. There might be a short delay of some kind, perhaps due to problems with the mail service. You might be turning your thoughts now to new projects. While you have a lot of ideas, you aren't likely to make firm decisions today.",Pisces
"Mar 16, 2022 - Go ahead and make a list today, Pisces. Powerful emotions are likely to lure you from your current path unless you have some sort of concrete plan to fall back on. Put idle hands to use by delegating tasks to the people around you. You'll be amazed at the little blocks of time you have when you stay on task and keep yourself and everyone else around you in motion.",Pisces
"Mar 17, 2022 - A creative project, perhaps one that could earn you some money, might well be the primary focus of your attention today. Perhaps you've been doing some writing or intend to teach a class. You might want to give the idea some thought, Pisces, if you haven't already. Your physical and mental energies are high. Success is strongly indicated if you start the ball rolling.",Pisces
"Mar 18, 2022 - Let your emotions play with your imagination today, and feel free to discuss your findings openly with others, Pisces. Don't get caught up in so rational a frame of mind that you refuse to acknowledge any other way of viewing a current situation. Put away your analytical side in order to disclose a more abstract, intuitive perspective. Exercise that part of your brain that doesn't normally get used.",Pisces
"Mar 19, 2022 - A temporary separation from someone close to you could have you reflecting on the good times you've spent together, especially over the past few weeks. You're likely to talk with him or her on the phone. You're feeling a lot of warmth and affection toward everyone around you, but a little sad as well, particularly when you think of those far away. Call them up, Pisces! They'll be glad to hear from you.",Pisces
"Mar 20, 2022 - Visitors could come to your home tonight, Pisces, possibly for an informal get-together of some kind. Dear friends might be involved in some way. You're likely to be very busy during the day, perhaps tying up loose ends. Your mind is probably going a thousand miles an hour, so you'll need to wind down before going to bed tonight. You don't want to lose any sleep.",Pisces
"Mar 21, 2022 - You may start the day feeling a little insecure about everything going on around you, Pisces. The increased pressures of work might have strained your nerves a little. However, a lot of love and attention from friends, children, and the special person in your life should have you feeling better about everything in no time. In the evening, relax and watch a video with your mate!",Pisces
"Mar 22, 2022 - Work on your own projects may be very much on your mind today, Pisces. They could involve studies of some kind or the arts. It's possible that you may be considering innovative ways of earning extra money. All signs indicate that any enterprise begun or continued today is likely to succeed, so go to it. However, it's important to give whatever you're working on a lot of thought before presenting it to others.",Pisces
"Mar 23, 2022 - An important lost object, perhaps a paper of some kind, could command the attention of your entire household, Pisces. This could prove frustrating at first, because you will know that it has to be somewhere in the house, but you can't find it anywhere! The item may reappear just as you've given up on it, in a place you never would have imagined! Tip: it's probably hidden among other objects.",Pisces
"Mar 24, 2022 - If you've been thinking about taking a trip, Pisces, this isn't the day to make plans. Whatever you learn today about airline schedules or hotels may not reflect the situation as it really is. If you wait a few days, things should go far more smoothly. If you already have plans to leave, expect some delays. Don't let them put you in a gloomy state of mind! Make up your mind to have fun!",Pisces
"Mar 25, 2022 - Study of intellectual or spiritual subjects that particularly interest you could keep you at home for much of the day, Pisces. More than one visitor might drop by in order to discuss these matters, perhaps bringing a few books. Discussions could take on an imaginative, idealistic, and even mystical level, which could prove inspiring for all involved. Take notes, because you'll want to be sure and remember these conversations.",Pisces
"Mar 26, 2022 - You may be asked to swallow your pride and give in to someone else's will today, Pisces. This will be difficult for you to do. Try to concentrate on your good reasons for obedience, and work out your frustration by taking a brisk walk. Expect to receive some welcome news from another source, which will also help calm you down. Relax with a group of supportive friends tonight.",Pisces
"Mar 27, 2022 - You could spend much of your day advancing the interests of an organization dedicated to a cause that means a lot to you, Pisces, perhaps in animal or children's rights. You tend to be service oriented by nature, and today something you learn, perhaps from TV or the Internet, could excite your desire to make a difference to those you wish to serve. Expect to derive a lot of satisfaction from this. You're making a difference!",Pisces
"Mar 28, 2022 - Have you been thinking about taking a course in one of the arts, Pisces? Whether your preference is painting, music, drama, dance, or creative writing, if you commit now, you'll probably continue with it. The practical arts of cooking, building, or interior decoration are also possibilities. Whatever it is, it won't be quickly abandoned. If you begin with the idea of eventually doing it professionally, chances are you will. Good luck!",Pisces
"Mar 29, 2022 - Are things really going this beautifully for you, Pisces? This is a question you might ask yourself now. All looks perfect as career, romance, education, and spiritual matters seem to crystallize into a wonderful life. Don't waste time worrying if this is all too good to be true! You're concerned about the future, but right now, live in the moment. You're creating some great memories, if nothing else. Enjoy!",Pisces
"Mar 30, 2022 - A financial goal you've been hoping to reach very soon might seem right around the corner, Pisces, but there still seem to be a thousand things you have to do before it's actually realized. This could get you down temporarily, but don't get stuck there. Make a list of whatever needs to be done and then tackle each task one at a time until the goal is reached. Get busy!",Pisces
"Mar 31, 2022 - Today's planetary configuration will give you a strong urge to be out and about, Pisces, but responsibilities could keep you at home or the office. Perhaps you're waiting for a delivery or an important phone call or visitor. This could be boring and rather tedious for you today. Find something to do that engrosses you, even if it's only reading or catching up on paperwork. There's no point in just twiddling your thumbs!",Pisces
"Apr 1, 2022 - It could be difficult for you to think straight today, Pisces. Your brain is probably working in short, erratic bursts that keep you guessing about which way to proceed. Avoid confusion during the day by periodically centering and separating yourself and your feelings from the drama around you. Don't pretend you understand something if you don't. If a situation doesn't make sense, go ahead and question it.",Pisces
"Apr 2, 2022 - Your attitude is calm and matter-of-fact when talking to others, Pisces. You tell it like it is while omitting the frills and fantasies. You have no reason to hide the truth, so you're happy to disclose information to any willing listener. Be careful, because you could get into someone else's private business uninvited. If you hear some secret information, you could tell it to others who definitely shouldn't hear it.",Pisces
"Apr 3, 2022 - Take care of your friends by supporting their ideas, Pisces. Be careful that you don't automatically encourage a plan or viewpoint that you know is wrong or doomed to fail. Even though you might want to make them feel good by saying exactly what they want to hear, this isn't really doing them any favors. People come up with some wild schemes, so it's important to bring a levelheaded perspective to the table.",Pisces
"Apr 4, 2022 - If you have children, Pisces, you could be feeling a bit overworked and overwhelmed. If you don't have children, perhaps the constraints and demands of your professional life are weighing heavily on your mind. Don't worry - these feelings shall pass. Expect an opportunity to get free of the ties that bind. Even though it will only be a temporary respite, take advantage of it!",Pisces
"Apr 5, 2022 - Today isn't a day for meditation, Pisces. The planetary energies are asking you to step outside of yourself and get back into the world again! You've been doing an awful lot of thinking about your image recently, and now you're going to have to test out how the ""new and improved"" you operates in your daily life. You can expect some pleasant feedback and truly lasting changes!",Pisces
"Apr 6, 2022 - A rather disconcerting rumor about your job could reach your ears, Pisces. Perhaps you'll hear that the company is being sold or undergoing a shakeup in the hierarchy. You might get caught up in a frenzy of worry about whether or not you'll stay on. Before jumping to any conclusions, phone someone who knows what's going on and find out the truth. What you've heard is probably just gossip.",Pisces
"Apr 7, 2022 - Paperwork involving money needs to be executed today, Pisces. It could be a settlement, new commission, or bonus of some kind. This is likely to be a joyous occasion because money is coming your way, even though the paperwork itself might be a drag. Try to concentrate and get it done quickly so you and those close to you can go out and celebrate. Make a reservation at your favorite restaurant.",Pisces
"Apr 8, 2022 - Today you could look in the mirror and panic about your appearance, Pisces. You might be feeling a little under the weather and look a little tired. Nonetheless, you probably look a lot better than you think you do. Don't fall into the trap of blowing every little flaw out of proportion. A little rest is probably all you need in order to look like yourself again.",Pisces
"Apr 9, 2022 - Today you could feel full of energy and eager to get out for some exercise, Pisces, but other responsibilities might threaten to keep you from doing it. The resulting frustration could zap all your energy and put you in a lethargic mood. Don't fall into this trap! Get the most urgent tasks done and then get the exercise you need. This way, you can recoup both your physical and mental energy.",Pisces
"Apr 10, 2022 - Ingenuity blossoms when you make the effort to do a little writing, Pisces, perhaps technical manuals or other professionally oriented projects. This could represent a new stage in your professional life. You're apt to do well and attract considerable attention from higher-ups. Don't get too caught up in the need to revise, edit, then revise and edit again. It will only take up time, and it's possible to do too much rewriting.",Pisces
"Apr 11, 2022 - You should be feeling physically strong, healthy, and energetic today, Pisces, although you could also be a little lightheaded. You could experience the sensation of wandering around in a daze with your feet on the ground and your head in the clouds. Achieving balance won't be easy, but you should be able to manage it today. Concentrate on activities that involve spiritual or imaginative faculties today.",Pisces
"Apr 12, 2022 - You like to feel needed, Pisces, but today you might throw up your hands and say, ""Enough!"" You've given so much of yourself for so long that friends and loved ones tend to think of your largesse as a right rather than a privilege. Today, remind them of their error. Take a day off from indentured servitude. Go to a fancy restaurant and enjoy being waited on. Don't forget to leave a big tip.",Pisces
"Apr 13, 2022 - A warm, loving phone call or letter could come your way today from a lover or close friend who's presently out of town. You'll wish with all your heart that he or she could be home! In the meantime, you're likely to keep yourself quite busy, Pisces. Creative projects, activities in your community, or both could keep you too busy to miss anyone too much. Tonight, spend some time alone.",Pisces
"Apr 14, 2022 - It's hard to imagine a world without computers, Pisces. Technology has been key to your professional life, and it's likely to be even more important in the future. Expect your income to increase dramatically this year as a result of a technological innovation. You could play a part in developing it, or more likely, find a creative use for it. Eat well and rest up, because you'll need a lot of energy soon.",Pisces
"Apr 15, 2022 - OK, up and at 'em, Pisces! You might feel like you're walking through sand today, but you really need to shake your booty and get the blood flowing. If you don't get up and do something, you'll be a slug all day. You need to clear your head and cast off that bloated feeling. Most importantly, you want to get a good start to the day so you can accomplish everything that awaits you.",Pisces
"Apr 16, 2022 - This could be a day of technical glitches and malfunctions, Pisces. It's frustrating, to be sure, but a little bit funny, too. Everything you touch, from computer to washing machine, seems to groan and shudder before finally breaking. Apparently, today you have the opposite of the Midas touch. Don't take it personally. Instead, use it as an excuse to do something out of the ordinary with your time.",Pisces
"Apr 17, 2022 - This is a good day for you to analyze information, Pisces. You have an especially acute business sense, which you should use to your advantage. Whether you're thinking of translating a creative project into a business proposal or working on that business plan, all indications say that your efforts will yield rich rewards. Make the most of whatever this day has to offer.",Pisces
"Apr 18, 2022 - You may be in a quiet, reflective mood today, Pisces. You could receive a communication from an old friend that sets you remembering the good old days of your youth. You can't help but look at some of your pivotal decisions and wonder how your life would have been different had you made other choices. It's pointless to play that game. Don't wonder about ""what if.” Embrace what you have.",Pisces
"Apr 19, 2022 - Be careful of people who talk a great deal and promise the world but have a difficult time delivering the goods, Pisces. You might get trapped today if you rely on people who simply don't come through the way they said they would. Feel free to engage in social activities with partners, but don't sign any major business deals with them at this time.",Pisces
"Apr 20, 2022 - A friend or neighbor you need to contact could be in and out all day, Pisces, and so you could have trouble reaching him or her. Phone or email probably won't work, since your friend could be too busy to check messages. The best way to make contact might be to hop in the car and drive to wherever they might be. Take the side streets, however. The main roads are probably clogged with traffic!",Pisces
"Apr 21, 2022 - Have you been reading about how a positive mental outlook creates a healthy body and a happy life, Pisces? If so, you might just find that this attitude brings results. You're feeling strong, fit, and mentally sharp. Career interests seem to be looking up for you. A fringe benefit is that you're probably feeling especially intuitive, too. Keep doing whatever you've been doing to bring this all about, because it's working!",Pisces
"Apr 22, 2022 - If you're single, Pisces, tonight you could find yourself longing for a lover from the past and wondering what's happening with this person right now. If you're currently involved, you might be experiencing a temporary separation from your beloved, and could feel inclined to spend the evening at home. If you choose to do this, entertain yourself with a favorite book or movie. Remember - a watched phone never rings!",Pisces
"Apr 23, 2022 - This is a day to stay close to home and organize the house. You might be thinking how you can best utilize your living space. It's clear that some improvements are in order, Pisces. Perhaps you could begin by tackling all those minor repairs that you've been putting off. Once those are done, a fresh coat of paint will do wonders to brighten both your home and your outlook.",Pisces
"Apr 24, 2022 - It's time to refill the well of your soul, Pisces. You spend so much of your life in service to others that it's only natural that you feel drained sometimes. Rather than try to push past this feeling and go on as though nothing is the matter, consider it a sign that something is amiss. Admit if you're feeling unappreciated. You've spent too much time putting the happiness of others before your own. It's time to change your priorities.",Pisces
"Apr 25, 2022 - You're interested in better understanding yourself and your reactions to the world around you. Well, Pisces, today you should take the time to look over your successes and failures, especially where your family life is concerned. The atmosphere is changing and things will be much more positive over the next few days. Think about sharing with other people what you have learned.",Pisces
"Apr 26, 2022 - Be sure to answer all phone calls and open all letters and emails today, Pisces. You're likely to receive some interesting news. You might get word from a former boss that you'd be perfect for a new position opening up in his or her office. Or perhaps an old lover makes tentative inquiries about renewing old bonds. Your eyebrows will rise in surprise at least once during this day. Expect the unexpected!",Pisces
"Apr 27, 2022 - Some blatantly untrue gossip could reach you today, Pisces. When you think about it, you'll see that what you heard defies all logic and is actually rather ludicrous. However, the person who reports it to you could be so dynamic and persuasive that you believe it for a little while. Remember to check the facts in such situations. You'll stay grounded in reality rather than get caught up in fantasy.",Pisces
"Apr 28, 2022 - Career matters should be going very well for you today, Pisces. A sudden change regarding your work could catapult you into a position you've been hoping to reach for a long time. A rise in income could result. You've worked hard and done very well, so what may seem a lucky break to others is actually the result of intense, determined effort on your part. Enjoy your success and make the most of it.",Pisces
"Apr 29, 2022 - You might pick up some rather disturbing thoughts from a friend, neighbor, or relative, Pisces. This person could be upset over something and not communicating his or her feelings. It isn't appropriate to try to coax this person into sharing with you now. They aren't upset with you, but they might be if you push! Back off and let this person come to terms with the problem. Your friend will talk the time is right.",Pisces
"Apr 30, 2022 - You seem to want to become old and wise before your time, Pisces. Today's aspects will take you by the hand and lead you back into the heat of the action, experiencing life in all its intensity. Yes, we know you're really afraid of all this. But if you don't get back into action, you'll stay alone in your little corner. The world needs you. Don't stay at home!",Pisces
"Feb 4, 2023 - A trip of some kind might have to be postponed, as computers and other technology involved in your arrangements might be temporarily out of operation. This can prove frustrating, Pisces, but it's beyond your control. The best thing to do is make new arrangements and move on. For the most part, everything is going very well for you, so don't give in to panic. Hang in there.",Pisces
"May 1, 2022 - The astral energy is encouraging you to open up more to your world, culture, and ways of thinking, Pisces. You don't have to go off alone in the desert to reinvent everything. For you, this would be the easy way out, because it would allow you to hide! Develop your curiosity about what exists in this society. Your opinion will carry weight later on.",Pisces
"May 2, 2022 - You may feel like you're being left out of the equation, Pisces. Perhaps you feel like the oddball, the fifth wheel who simply doesn't have a place. Don't worry. Just because you feel that way today doesn't mean it's your destiny. If you don't like your course, change your position. If you don't like the people you're with, move in a different social circle. Don't blame your circumstances on others. Take responsibility.",Pisces
"May 3, 2022 - You are particularly inspired by and sensitive to crisis situations. What that means is that you can't stand to see other people suffer. Sometimes even you suffer because you don't allow yourself to do the things you like best and the things that help you feel fulfilled as a person. Why don't you think about going easier on yourself, just for today? Try it - you might like it!",Pisces
"May 4, 2022 - Today you might find that a long-term dream finally comes true. Perhaps a trip that you've fantasized about for a long time finally shows promise of actually happening, Pisces. A practical and methodical approach to arranging the details should make it seem that much more real to you. However, do take care to plan each step carefully so that you don't end up working harder than necessary.",Pisces
"May 5, 2022 - Invitations to attend social events, perhaps business related, could bring surprising results, Pisces. You might meet more than one person who shares some of your interests, and these people could become friends. Expect some interesting practical and philosophical discussions. An opportunity to travel abroad or to a distant state might open up for you. This could prove to be a most exciting and stimulating day. Make the most of it!",Pisces
"May 6, 2022 - You may feel indecisive, insecure, and stuck in the middle of a difficult situation, Pisces. Your energy could be drawn in one direction while your self-confidence is pulled in another. This dilemma has to do with your inability to integrate different aspects of your life that you try to keep separate. Try to look at things in terms of the whole. Notice how your actions in one part of your life have a ripple effect everywhere else.",Pisces
"May 7, 2022 - Your warm, loving, romantic nature is noticed whether you realize it or not, Pisces. Perhaps you sometimes feel like there isn't enough excitement in your life - especially your love life. Don't think this means you need to change in order to please others. Your stable, quiet nature is comforting to those who understand and appreciate it. The last thing you want to do today is pretend to be someone you aren't.",Pisces
"May 8, 2022 - It's time to elevate your sense of self, Pisces. You're just as good as anyone else, so why don't you believe it? The problem is that you're very sensitive about having an ego. Even though you know everyone does, you punish yourself for its existence! This is a noble idea, but it doesn't do you any good. You'll never be perfect and neither will anyone else. What are you worrying about?",Pisces
"May 9, 2022 - No one dislikes red tape and bureaucracy more than you. But take advantage of the atmosphere today. If you have any applications to submit or formalities to complete, you'll find the process much easier than usual. Communication channels that are normally closed will open, and the administrative mechanisms will be well oiled instead of grinding. Get all administrative tasks done so you won't have to think about them again!",Pisces
"May 10, 2022 - You can expect today to be tense, Pisces, as the people close to you are likely to be especially irritable. Adults and children alike may throw tantrums for no reason, and you'll be criticized for having overlooked some small detail. Fortunately, your new awareness helps you realize that you aren't obligated to do anyone any favors. In this new role, you're able to express your discontent with a quiet, calm authority.",Pisces
"May 11, 2022 - Here is a day of challenges, Pisces. You're a pro at questioning yourself, as you'll prove today when you take a hard look at your accomplishments. What have you created of a personal nature in the last ten years? Have you followed someone else's example because you doubted yourself? Have you been eternally “almost” ready? Have you dared to jump into projects that were still imperfect? These are the questions that need to be addressed.",Pisces
"May 12, 2022 - A group might invite you to participate in a creative project of some kind today, Pisces. Whatever you do is likely to be stimulating and exciting. You'll want to channel a lot of energy and enthusiasm into it. You could find yourself thinking in terms of a partnership, making plans to explore the possibility further. This is a great day for socializing. If you receive an invitation to go out, go!",Pisces
